SS,SV,Verse1,TS,TV,Verse2,Label
19,55,وكان يأمر أهله بالصلاة والزكاة وكان عند ربه مرضيا,66,6,يا أيها الذين آمنوا قوا أنفسكم وأهليكم نارا وقودها الناس والحجارة عليها ملائكة غلاظ شداد لا يعصون الله ما أمرهم ويفعلون ما يؤمرون,1
7,198,وإن تدعوهم إلى الهدى لا يسمعوا وتراهم ينظرون إليك وهم لا يبصرون,35,14,إن تدعوهم لا يسمعوا دعاءكم ولو سمعوا ما استجابوا لكم ويوم القيامة يكفرون بشرككم ولا ينبئك مثل خبير,1
10,89,قال قد أجيبت دعوتكما فاستقيما ولا تتبعان سبيل الذين لا يعلمون,12,25,واستبقا الباب وقدت قميصه من دبر وألفيا سيدها لدى الباب قالت ما جزاء من أراد بأهلك سوءا إلا أن يسجن أو عذاب أليم,0
26,63,فأوحينا إلى موسى أن اضرب بعصاك البحر فانفلق فكان كل فرق كالطود العظيم,24,57,لا تحسبن الذين كفروا معجزين في الأرض ومأواهم النار ولبئس المصير,0
11,91,قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز,29,5,من كان يرجو لقاء الله فإن أجل الله لآت وهو السميع العليم,0
4,78,أينما تكونوا يدرككم الموت ولو كنتم في بروج مشيدة وإن تصبهم حسنة يقولوا هذه من عند الله وإن تصبهم سيئة يقولوا هذه من عندك قل كل من عند الله فمال هؤلاء القوم لا يكادون يفقهون حديثا,7,131,فإذا جاءتهم الحسنة قالوا لنا هذه وإن تصبهم سيئة يطيروا بموسى ومن معه ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون,1
75,40,أليس ذلك بقادر على أن يحيي الموتى,30,27,وهو الذي يبدأ الخلق ثم يعيده وهو أهون عليه وله المثل الأعلى في السماوات والأرض وهو العزيز الحكيم,1
21,8,وما جعلناهم جسدا لا يأكلون الطعام وما كانوا خالدين,25,7,وقالوا مال هذا الرسول يأكل الطعام ويمشي في الأسواق لولا أنزل إليه ملك فيكون معه نذيرا,1
88,18,وإلى السماء كيف رفعت,50,6,أفلم ينظروا إلى السماء فوقهم كيف بنيناها وزيناها وما لها من فروج,1
55,27,ويبقى وجه ربك ذو الجلال والإكرام,18,28,واصبر نفسك مع الذين يدعون ربهم بالغداة والعشي يريدون وجهه ولا تعد عيناك عنهم تريد زينة الحياة الدنيا ولا تطع من أغفلنا قلبه عن ذكرنا واتبع هواه وكان أمره فرطا,1
64,3,خلق السماوات والأرض بالحق وصوركم فأحسن صوركم وإليه المصير,40,64,الله الذي جعل لكم الأرض قرارا والسماء بناء وصوركم فأحسن صوركم ورزقكم من الطيبات ذلكم الله ربكم فتبارك الله رب العالمين,1
37,101,فبشرناه بغلام حليم,37,112,وبشرناه بإسحاق نبيا من الصالحين,1
28,24,فسقى لهما ثم تولى إلى الظل فقال رب إني لما أنزلت إلي من خير فقير,61,6,وإذ قال عيسى ابن مريم يا بني إسرائيل إني رسول الله إليكم مصدقا لما بين يدي من التوراة ومبشرا برسول يأتي من بعدي اسمه أحمد فلما جاءهم بالبينات قالوا هذا سحر مبين,0
19,73,وإذا تتلى عليهم آياتنا بينات قال الذين كفروا للذين آمنوا أي الفريقين خير مقاما وأحسن نديا,10,24,إنما مثل الحياة الدنيا كماء أنزلناه من السماء فاختلط به نبات الأرض مما يأكل الناس والأنعام حتى إذا أخذت الأرض زخرفها وازينت وظن أهلها أنهم قادرون عليها أتاها أمرنا ليلا أو نهارا فجعلناها حصيدا كأن لم تغن بالأمس كذلك نفصل الآيات لقوم يتفكرون,0
78,40,إنا أنذرناكم عذابا قريبا يوم ينظر المرء ما قدمت يداه ويقول الكافر يا ليتني كنت ترابا,75,13,ينبأ الإنسان يومئذ بما قدم وأخر,1
16,26,قد مكر الذين من قبلهم فأتى الله بنيانهم من القواعد فخر عليهم السقف من فوقهم وأتاهم العذاب من حيث لا يشعرون,14,46,وقد مكروا مكرهم وعند الله مكرهم وإن كان مكرهم لتزول منه الجبال,1
27,24,وجدتها وقومها يسجدون للشمس من دون الله وزين لهم الشيطان أعمالهم فصدهم عن السبيل فهم لا يهتدون,64,14,يا أيها الذين آمنوا إن من أزواجكم وأولادكم عدوا لكم فاحذروهم وإن تعفوا وتصفحوا وتغفروا فإن الله غفور رحيم,0
12,52,ذلك ليعلم أني لم أخنه بالغيب وأن الله لا يهدي كيد الخائنين,41,28,ذلك جزاء أعداء الله النار لهم فيها دار الخلد جزاء بما كانوا بآياتنا يجحدون,0
25,32,وقال الذين كفروا لولا نزل عليه القرآن جملة واحدة كذلك لنثبت به فؤادك ورتلناه ترتيلا,17,106,وقرآنا فرقناه لتقرأه على الناس على مكث ونزلناه تنزيلا,1
7,8,والوزن يومئذ الحق فمن ثقلت موازينه فأولئك هم المفلحون,101,6,فأما من ثقلت موازينه,1
4,171,يا أهل الكتاب لا تغلوا في دينكم ولا تقولوا على الله إلا الحق إنما المسيح عيسى ابن مريم رسول الله وكلمته ألقاها إلى مريم وروح منه فآمنوا بالله ورسله ولا تقولوا ثلاثة انتهوا خيرا لكم إنما الله إله واحد سبحانه أن يكون له ولد له ما في السماوات وما في الأرض وكفى بالله وكيلا,5,75,ما المسيح ابن مريم إلا رسول قد خلت من قبله الرسل وأمه صديقة كانا يأكلان الطعام انظر كيف نبين لهم الآيات ثم انظر أنى يؤفكون,1
7,57,وهو الذي يرسل الرياح بشرا بين يدي رحمته حتى إذا أقلت سحابا ثقالا سقناه لبلد ميت فأنزلنا به الماء فأخرجنا به من كل الثمرات كذلك نخرج الموتى لعلكم تذكرون,67,28,قل أرأيتم إن أهلكني الله ومن معي أو رحمنا فمن يجير الكافرين من عذاب أليم,0
6,97,وهو الذي جعل لكم النجوم لتهتدوا بها في ظلمات البر والبحر قد فصلنا الآيات لقوم يعلمون,11,65,فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب,0
7,132,وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين,58,8,ألم تر إلى الذين نهوا عن النجوى ثم يعودون لما نهوا عنه ويتناجون بالإثم والعدوان ومعصيت الرسول وإذا جاءوك حيوك بما لم يحيك به الله ويقولون في أنفسهم لولا يعذبنا الله بما نقول حسبهم جهنم يصلونها فبئس المصير,0
2,37,فتلقى آدم من ربه كلمات فتاب عليه إنه هو التواب الرحيم,9,104,ألم يعلموا أن الله هو يقبل التوبة عن عباده ويأخذ الصدقات وأن الله هو التواب الرحيم,1
24,64,ألا إن لله ما في السماوات والأرض قد يعلم ما أنتم عليه ويوم يرجعون إليه فينبئهم بما عملوا والله بكل شيء عليم,11,5,ألا إنهم يثنون صدورهم ليستخفوا منه ألا حين يستغشون ثيابهم يعلم ما يسرون وما يعلنون إنه عليم بذات الصدور,1
26,189,فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم,24,26,الخبيثات للخبيثين والخبيثون للخبيثات والطيبات للطيبين والطيبون للطيبات أولئك مبرءون مما يقولون لهم مغفرة ورزق كريم,0
12,49,ثم يأتي من بعد ذلك عام فيه يغاث الناس وفيه يعصرون,37,30,وما كان لنا عليكم من سلطان بل كنتم قوما طاغين,0
19,23,فأجاءها المخاض إلى جذع النخلة قالت يا ليتني مت قبل هذا وكنت نسيا منسيا,20,65,قالوا يا موسى إما أن تلقي وإما أن نكون أول من ألقى,0
3,199,وإن من أهل الكتاب لمن يؤمن بالله وما أنزل إليكم وما أنزل إليهم خاشعين لله لا يشترون بآيات الله ثمنا قليلا أولئك لهم أجرهم عند ربهم إن الله سريع الحساب,5,82,لتجدن أشد الناس عداوة للذين آمنوا اليهود والذين أشركوا ولتجدن أقربهم مودة للذين آمنوا الذين قالوا إنا نصارى ذلك بأن منهم قسيسين ورهبانا وأنهم لا يستكبرون,1
